comments,labels
مزخرف تریییییین اتاق فراری رفتم توروخدا پولتونو جیبشون نریزید برخورد پرسنل خیییلی بی ادبانه بود نزدیک نیم ساعت کوچه علاف کردن چون پلاکو نگفته بودن . اصصصصلا اکتورهای قوی نداشتن هیییچ گریمی نداشتن فقط ماسک بود فکر کنم بقالی خریدن . تهویه ااااصصلا نداره هوا بشدت گرمه . خیلی مزخرف بود هزارتومنم نمیرزن پرسنلشون اتاق فرارمسخرشون . هررررچیم نظر مثبت سایته ، همکارای خودشون نظر مینویسن تبلیغ کارشون بشه,1
فضا سازی بگیر تا بازی اکتورها برخورد پرسنل معما خیلی جالب طراحی شده بود داستان بازی باحال بود نگم براتون بخش بک دادناش خودم چسبونده بودم حلقم 😂😂😂😂 خداییش خیلی خوب بود دمتون گرم,0
خوب جالب بود . البته چندتا مصدوم دادیم !!!! بعدش کلی خندیدیم,1
سلام ۱۶ دی سانس ۶تا۸ رفتیم.. حالا شانس بد دیر کردم نیم ساعت دیر رسیدم انقد ترافیک بود ی بدبختی رسیدیم۱۰ نفر بودیم.. دیرم کرده بودیم قرار شد گیم مستر سریع هینت بده.. یکی دخترامون مشکل قلبی داشت مجبور شدن دونفر بیرون وایسن.. ۸ نفری رفتیم تو.. سوژه جالبی داشت توجه ب سوژه دکور قشنگو حساب شده ای داشت.. ساخت معما ابتکار ب خرج داده بودن عالی بود.. ترس خوبی داشت جیغ بچه هامونو درآوردن.. کل ۸ نفر بنظرم زیاده اینکه دیر نکنین ک بتونین بازی لذت حداکثریو ببرین,1
تشکر گروه مجموعه بازی زیبایی بود داستان بازی بسیار جالب معماهای خوب دکور بسیار زیبا عالی برخورد پرسنل هم بسیار خوب بود,0
امروز ٧ نفر رفتيم براي اين بازي خدايي حال كرديم باهاش رفتار پرسنل عالي بود حتي پيشنهاداتي كه داديم روي باز قبول كردن توصيه ميكنم بازي كنيد ارزش داشت,0
خیلی درد نخور بود الکی پول میگیرن آکتور خیلی ضعیف بود گریم نداشتن اصلا الکی موهاشو انداخته بودن صورتشون ۲۰تا اتاق فراری رفتم بدترینش بود,1
۴ نفر بودیم ساعت ۱ عالی بود اکتورا عالی برخوردشون خوب بود معما تقریبا سخت بودن بکا هم خیلی خیلی ترس توشون بوو,0
عالی بوددد خیلی خوب استقبال کردین ازمون دکور داخل عالی بودددد صدا اهنگا امم خیلییی خوب بازی پر هیجانی بوددد فوق العاده بود پیشنهاد میکنممممم مرسی ازتوننن💗💗💗💗💗,0
نسبت کامنت,0
خیلی خوب بود،از داستان تا نحوه اجرا اکتورها,0
مزخرف بی مزه بود اصلا پیشنهاد نمیشه,1
تایم بازی اصلا واقعی نیست کل باری ۴۰ مین اک اصلا خوب نیست فیک هیجان صفر سناریو صفر شدتتت راحتتتت اصلا تعریف گوش ندید تاچ اکتور,1
سلام امیدوارم کامنتم پاک نشه اول ازهمه خسته نباشید میگم تایم فور فان امتیاز الکی میده دکور فوق العاده ساده بود برخورد پرسنل شدت بی ادب بد دهن بازی چند بار فحاشی کردن معماها بسیار گنگ بی منطق بود هینت اشتباه دادن بازی ریسِت نشده بود بازی بعدی شروع میشد کلا بازی هیچ ربطی سناریو نداشت دراخر بگم نمیدونم چطور امتیاز بالارو دادن,1
بازی مزخرف دکور خطرناک پرزنت بی روح بی جون بود گریم پاک شده بود بالای ۵۰تا بازی رفتم پلیر اگ,1
نظر عالی بود نظرم ، بیشتر معما محور بود چاشنی ترسش هم متوسط بود دکور فضا سازی لوکیشن عالی بود لذت بردیم پیشنهادش می کنیم,0
سلام خسته نباشید ویژه خدمت تیم اتاق فرار هیس ممنونم بازی جذابتون دکور زیبا مناسب سناریو نورپردازی عالی موزیک خوف آور اکت نگم براتون هرجایی فکر نمیکنین میان معماهای طراحی شده خوب بود. برخورد مناسب پرسنل احترامی پلیر میذارن تشکر ویژه میکنم😍😍😍 ممنونم ازتون خیلی خوش گذشت,0
دمتون گرم اصلا انتظار حجم ترس,0
هممممه جوری خفن! اقا پشمامون ریخت! طراحیی اکت هایی قشنگ هیجان ترسو القا کردن دست ندین بازیو🔥👍🏻,0
"تنها نکته مثبت ""ناگفته"" فضا بزرگ بودن اتاق بود. معما شدت خسته کننده کسل کننده؛ همین دلیل انصراف دادیم ادامه بازی. ترس اکتور فقط ۱۵ دقیقه اول بازی هیجان داشت خیلی زود تکراری شد هیچ ترسی منتقل نمی کرد. توو اتاق انقدر المنت های اضافی هست هیچ ربطی معماها ندارن فقط تمرکز انرژی پلیر می گیرن. کل اصلا پیشنهاد نمی کنم. ۹۰ دقیقه وقتمون تلف شد فقط. 👎👎👎👎",1
جزو یکی بهترین اتاق فرارای عمرم,0
خب دوست عزیزی سعی داشتی کامنت پاک کنی گوشی خودم کامنت میزارم رزرو کردم پلیرو ارزش قائل نیستن براش مضخرفیه درست کردین پولتونو برید بریزید سطل آشغالی یا بسوزونید بیشتر کیف میکنید نمره ۱/۱۰ اونم چون صفر منطقی نیست وگرنه دکورش ۵۰۰۰ تومان هستش اکتورا هم تازه کار عرض کنم اولین تجربشون بود برید ذره ای لذت نبرید مرسی t4f کامنتمو بزار بازیکنم الکی خودم کامنت نمیزارم تگ پلیر بازی هم دارم خیالت راحت👌,1
بنظرم بازی خوبی بود پیشنهاد میکنم. اول اینکه ترس بازی خوب بود، اکتور کار بلد بودن. اندازه بازی کنا بک داشت. سناریو درست جذابی داشت. فقط نکته یادم رفت بگم بهشون بود اتاقی توش تعامل بود یکم صدای اسپیکر زیاد بود حرف زدن اکتر سخت بود شخصا دوست داشتم شروع مبدا باشه.,0
ساختمان ویسر هر لحاظ درجه اکت تئاتر هاشون نگم حرف نداشت فضا سازی هم عالی تجربه کنید نرید انگار اتاق فرار نرفتید برید😍😉,0
بدترین اتاق فراریه کسی میتونه بره. چیش نظرم افتضاح بود موهامونو محکم میکشیدن میکندن درد شدیم گلومونو میگرفتن محکم فشار میدادن هل میدادن مینداختنت نمیفهمم سادیسم دارن یا دقیقا خیلی چرت مسخره بود اصلا ترسناک نبود گریم بازیگراش شبیه دلقک بود حیف وقت حیف پول,1
افتضاحه مسئولیت پذیری صفر... دوبار تایم کنسل کردن خودشون عوض کردن تایممونو بعدشم رفتیم جلوی مجموعه رامون ندادن داخل گفتن اتاق فرار حاله تعمیر هست حیف پول بخاین بدین اتاق فرار,1
افتضاح بود،بد اتاق فراری بود تا لحظه رفتیم.اکت های خیلی خیلی ضعیف،دکور ضعیف معمولی.معماها بد.اصلا راضی نبودیم ارزش پولی دادیم نداشت مهمتر پشیمونیم وقتی گذاشتیم.,1
اینکه بازی نکات مثبتی داشت کل متاسفانه تجربه,1
گول کامنتا خیلی نخورین. اکتورها ضعیف بودن. ترسش ۷ ۱۰ بود نهایتا. اکتورِ اول بازی نیم ساعت قوانین بازی باید قاعدتا بیرون در، گیم رانر توضیح بده، داشت واسمون توضیح میداد. مثلا صدای ترسناک افکت دیه 😂 لابه لاشم سوتی میداد همون صدای خوف میگفت خب پس اول بک میری پسرم ... جاها نور روشن بود اکتور صورتمون واساده بود لبخند میزدیم رسما هم 😂 خلاصه حال نداد خیلی. بی انصافی هم نشه خیلی زحمت کشیده بودن. تجربه لازم داره بالاخره ترسوندن.,1
سلام تجربه بیش ۵۰ بازی معمولا نظرنمیذارم بازی کولی ارزش داشت نظر بدم . کولی اتاق فراری هست گیم هست تمام اعضای گروه مدت زمان بازی سرگرم بودند اونقدر معماها گیم پلی بازی جذاب بود غرق بازی بودند پر هیجان .از هیجانی بازی داره نمیتونم چیزی بگم چون بی نظیر بود فقط باید تجربه کنید تا درک کنید جنس هیجانی میگم اکتورها نوبه ی خودشون فوق,1
